Mezcla de salsa picante de la marca Pioneer,"<a href=""http://www.amazon.com/gp/product/B000KOUM68"">Pioneer Brand Gravy Mix, Country, paquetes de 2.75 onzas (paquete de 24)</a> <br /><br /> Tuve esta salsa en el desayuno buffet en el motel en Branson, MO. <br /> ¡¡¡Muy bien!!! La camarera me dijo el nombre, así que lo busqué en Internet y lo encontré en Amazon. Le doy la calificación excelente"
Las mejores barras de cereales del planeta.,"Usamos estos para nuestra hija por algunas razones. Uno, son más saludables que otras barras de cereal en el mercado (grano entero). Dos, tienen yogurt incorporado en la barra. Tres, son gruesas y no se desmoronan fácilmente. Desde que nuestra hija comenzó a comerlos cuando tenía aproximadamente 1 año, no tener que limpiar después de comerlos es una GRAN ventaja. <br /><br /> Además, son súper deliciosos para adultos también. <br /><br /> Son más caros que otros en el mercado (especialmente porque puedo obtener barras Nutrigrain a granel con un descuento) pero valen la pena. ¡Hace nuestra vida más fácil y no tienen una tonelada de azúcares añadidos!"
Sabroso,"Estos son realmente excelentes bares de desayuno. Nota para el crítico anterior: las barras Nutrigrain, la última vez que revisé, tenían color artificial. Estos no. También saben muy bien. Este es nuestro tercer pedido a través de Amazon (excelente precio) y mi hija los extraña cuando estamos fuera."
Una sorpresa saludable,"El sabor de la fruta incluida es sobresaliente (bluberry) y si hay un inconveniente es que la manta que encierra la fruta es un poco gruesa (a diferencia de las barras de higos de esta compañía) y textura de hojaldre. Con sabor a jarabe de caña (no jugo de fruta) .150 cal por barrita, y bajo en grasas y los carbohidratos (29) no está mal teniendo en cuenta el gran sabor."
maravilloso,Guardo una caja de estos en mi escritorio en el trabajo. Hacen una merienda maravillosa o son geniales si no tuviera tiempo para el desayuno.
A mis muchachos les ENCANTA esto.,Mis hijos han estado comiendo estos por más de 3 años. Recientemente la caja ha sido rediseñada. Me gusta y es mucho más fácil de abrir ahora. Solía tener bordes afilados y facilitaba los cortes de papel. Parece que la receta ha cambiado para el bar. Es más suave de lo que solía ser. A los muchachos todavía les gusta. Solo comen esto todo el día si les dejo.
El costo aumentó a medida que disminuyó el tamaño,"Compré estos bares durante varios años en mi tienda de comestibles cooperativa local y los comí a diario, son sabrosos. Sin embargo, el precio aumentó casi un 100% durante ese tiempo, y noté que, aunque los envoltorios individuales dentro de la caja permanecían del mismo tamaño, la barra dentro del envoltorio disminuía. Cuando dejé de comprarlos, la barra real era solo la mitad del tamaño del envoltorio. Es un empaque engañoso, así que me niego a comprarlos más. Sospecho que otros compradores también se quejaron, porque el mes pasado la tienda donde los compré dejó de transportarlos."
Sabroso y no demasiado dulce,A toda la familia le gustan estos. Sabroso pero no demasiado dulce. Mucho más saludable para ti que la mayoría de los bares. Excelente precio a través de Amazon en la suscripción de pedidos repetidos.
estan bien,"Las barras de yogurt de Barbara están bien. Encontré la barra de granos enteros muy seca y realmente no hay mucho arándano, o para el caso, sabores de manzana. En el lado positivo, la barra es una masticación suave. carbohidratos totales 29g. Es un bar bien en el exceso de barras de cereales para elegir en la tienda de comestibles."
Genial y nutritivo,"Mi hijo ha estado comiendo estos durante los últimos dos años y los ama. Los amo porque tienen yogur y para un quisquilloso de comer proporciona una buena nutrición. Ojalá fueran orgánicos, pero no podemos tenerlos a todos. Mucho más saludable que Nutragrain."
comer una barra de higos en su lugar,"Este producto fue una gran decepción. La imagen en la caja es engañosa. Estas barras no son gruesas, la masa no es escamosa (más como cartón), no están llenas de trozos de fruta, y si no leyó la etiqueta (que afirma unos 30 artículos en la lista de ingredientes que &quot; &quot;se agrega yogurt en polvo&quot;), no tendrías ni idea de que estabas comiendo yogurt en absoluto. Las barras probablemente contienen MSG, con todos los &quot;aromatizantes naturales&quot;, etc. Cualquier calcio y otras vitaminas que puedan estar presentes probablemente se hayan agregado a lo que la lista de ingredientes llama una &quot;mezcla de vitaminas&quot;: hay muy poca comida en la barra para darte mucha nutrición, de todos modos. La experiencia es muy parecida a comer una barra de higos larga y delgada, solo que no tan sabrosa. Las barras de higos que compro en el supermercado de mi vecindario contienen azúcar, pero también fruta de verdad, trigo integral, sin MSG y sin grasas trans. Prefiero comer uno de ellos. No compraré este producto nuevamente."
No es terriblemente atractivo,"Estos no son tan buenos como otros bares de este tipo. Mis hijos no se los comerán, ni mi esposo. A todos les gusta la variedad Nutrigrain, pero pensé que sería una alternativa más saludable."
Condimentos,¡Buen producto! Buen precio envío rápido. ¡Necesita un inserto en la tapa para sellar mejor el contenedor!
Pérdida de dinero ... no comprar.,"Parecía un buen negocio, así que pedí el hinojo molido, así como otras 4 especias y condimentos de esta compañía, pero quedé decepcionado con todos. Cero sabor, ni siquiera la fragancia de las hierbas o especias adecuadas cuando se abrieron recipientes sellados sin apretar. El eneldo olía a hierba seca mohosa, y la cebolla aún peor. Terminé tirándolos a todos ... ahorre su dinero, NO COMPRE ESTE PRODUCTO."
Semilla de hinojo molido,No pude encontrar este producto en la tienda. Me encanta el tamaño y el precio fue justo. Me encanta la rapidez de la entrega.
Difícil de encontrar mejor,"Como un ávido fanático de las galletas de arroz, he probado muchas variedades diferentes, y esta es la mejor en cuanto a sabor y disponibilidad. Obviamente, algunos de los mejores se encuentran en los supermercados japoneses, pero al menos en mi caso, están fuera del camino la mayor parte del tiempo. <br /><br /> Las galletas en sí son sabrosas y crujientes, exactamente lo que busco en este bocadillo (¡y esta mezcla en particular no es más que galletas!). <br /> Gracias a esto, dejé de probar las imitaciones regulares de las tiendas de comestibles."
Dingo Bones son los mejores!,"¡Nuestro Corgi ama todos los tamaños, formas y sabores de las golosinas Dingo Bone! El otro revisor comentó sobre el VENDEDOR; ¡Todavía no tenemos un Dingo malo! ¡Muy recomendable!"
Secado Mega Bone!,"¡Cuando recibí este producto estaba viejo y seco! Dingo hace un buen producto. Los compro todo el tiempo y mi perro los ama, pero este proveedor debería prestar más atención a lo que envían."
no compre estos,"la mayoría de las nueces en estas bolsas eran tan viejas que se habían vuelto negras totalmente inútiles, nunca volverán a ordenar"
terrible,"Ni siquiera recibí el producto correcto, lo que recibí fueron cacahuetes crudos sin cáscara, pero no tuve la opción de devolverlos porque amazon no lo permite. Intenté contactar pero no obtuve respuesta, ¡no compre desde aquí!"
Orden incorrecta,"<a href=""http://www.amazon.com/gp/product/B001EO6BCC"">Royal Oak Gourmet Virginia Raw In Shell Peanuts, bolsas de 2.5 libras (paquete de 3)</a> <br /><br /> Apreciaré su rápida entrega de mi paquete, sin embargo, me envió maní crudo sin cáscara. Este artículo va a una canasta de regalo para mi Pastor porque le encantan los maníes crudos en una cáscara. No tengo tiempo para devolverlos por el producto solicitado. Siempre ha sido puntual con mis órdenes en el pasado y realmente lo aprecio. Esta es la primera vez que me enviaste un producto incorrecto. Lo haré funcionar."
Muy mal servicio,"Estoy de acuerdo con las otras calificaciones bajas para Royal Oak, un servicio al cliente muy pobre de Royal Oak. Pedimos, este año, exactamente el mismo producto que el año pasado. Cuando llegó, las nueces no eran el mismo producto, y no reembolsarían ni pagarían el envío de la devolución. Además, solo operan las pocas semanas que los cacahuetes están &#39;en temporada&#39;. De lo contrario, los correos electrónicos y las llamadas telefónicas ni siquiera se reconocen."
un muy buen producto,"Recomiendo este producto. A mis hijos (5 y 3) les encanta, las bolsas son muy útiles, especialmente para los descansos. <br /> Elegir. Disfrutar"
compras de Navidad,"He probado muchas marcas diferentes de maní de Virginia, pero estas son, de lejos, las mejores. Encendí a toda mi familia con esta marca y ellos también los ordenaron. Son excelentes."
Sweet Paprika - ¡¡¡Bien con todo !!!,"En primer lugar, hay dos tipos de pimentón: dulce y picante. Ambos son deliciosos, pero el pimentón dulce Szeged es más versátil que el tipo picante (¡que también es increíble!). He estado usando esta especia durante años y el tipo húngaro es consistentemente mejor que cualquier otro tipo / marca. Úselo en carne, verduras, cassaroles, ensalada, salchichas horneadas, quiches, platos de huevo, camarones, casi cualquier cosa. Lo uso en sopa todo el invierno, especialmente con gulyas levas (esta es una sopa tradicional húngara, aunque a menudo se confunde con gulash) y czipetke. <br /><br /> Este producto es del tamaño de un restaurante grande, que es el único que debes tener si cocinas algo, porque una vez que lo pruebes, ¡te encantará su versatilidad!"
¡Producto excelente!,"Estaba muy satisfecho con esta compra. ¡Un gran valor desde que los obtuve en una venta mensual! Me encanta tenerlos a mano, ya que entran en juego tan bien en tantas recetas. Siempre es un placer tener un buen &quot;crujido&quot; en algunas recetas. Una de mis formas favoritas de usar esta lata más grande es envolver un trozo de tocino a su alrededor y asegurarla con un palillo de dientes. Luego los sumerjo en una marinada de Apricot Ginger y los meto en el horno hasta que el tocino esté crujiente. A mi familia le encanta una cena de aperitivo de vez en cuando y este es uno de sus favoritos. Tenga en cuenta que esta es una lata más grande, así que tenga un par de recetas en mente para ellos al abrir, aunque permanecen frescos en la nevera por un tiempo."
Hace una GRAN margarita flaca,"El edulcorante no solo es excelente en el café o el té helado, sino que hace una margarita flaca de slammin. Prueba también su jarabe simple de Agava - LOVE IT"
"Agregando un &quot;toque de cielo&quot;, ¡pero sin ninguna molestia!","Adoro usar esta pasta de vainilla muy especial, especialmente para mis pasteles de crema y helados. Por qué, es como agregar un &quot;toque de cielo&quot;, pero sin la molestia de sacar vainas de vainilla. El sabor también es mejor para mí que los granos de vainilla. ¡El precio es MUY mejor, también, y se almacena fabulosamente en el estante por siglos! <br /><br /> Para envíos combinados, asegúrese de obtener su DULCE SABOR A DULCE y VAINILLA EN POLVO también. ¡Estaras contento de haberlo hecho! <br /><br /> Para obtener más consejos y técnicas de cocina ... google my name SharonAnne."
La fórmula # 1 de mi familia,"La fórmula de Enfamil Premium Lipil es la misma que la fórmula insignia anterior de Mead Johnson, Enfamil Lipil, excepto que tiene &quot;prebióticos&quot; añadidos. Nuestro hijo estuvo en Enfamil Lipil desde septiembre de 2007 hasta septiembre de 2008. Fue amamantado y alimentado con fórmula durante esta vez. Nuestra hija, que debe nacer en enero de 2010, también será amamantada y alimentada con fórmula durante su primer año de vida. Probamos otras dos fórmulas con nuestro hijo: Similac Advance y Parent&#39;s Choice. El Similac estaba bien pero se agrupó mal. Durante el tiempo que experimentamos con la fórmula Parent&#39;s Choice, mi hijo estaba constantemente preocupado por los resfriados y la gripe. Creo que la fórmula Parent&#39;s Choice disminuyó su inmunidad de alguna manera y nunca la volverá a usar. Creo que la decisión de Mead Johnson de usar prebióticos es buena. Nuestro hijo tuvo reflujo cólico / ácido en parte porque su sistema digestivo aún no estaba poblado con las bacterias buenas para descomponer las proteínas de la leche. Se sintió mucho más cómodo después de que comenzamos a poner un poco de Culturelle (un probiótico) en su fórmula por la noche. Y dado que gran parte de nuestro sistema inmunitario está en nuestro tracto digestivo, tuvo menos días de enfermedad después de introducir el Culturelle. Los probióticos y prebióticos también ayudarán a los bebés a recuperarse más rápido de los efectos negativos de los antibióticos como la amoxicilina. <br /><br /> Con respecto al bpa que se encuentra en los envases de latas de fórmula, hablé con un representante de servicio al cliente de Enfamil que me dijo que Mead Johnson ahora usa latas que están forradas con un &quot;poliéster modificado&quot; que no contiene bpa. Similac Advance Earlyshield viene en una lata libre de bpa también (el contenedor SimplePac). <br /><br /> Otra preocupación que tienen los padres es el costo de la fórmula. ¡Las fórmulas de marca son caras! Pero si lo piensa, está alimentando a un ser humano por aproximadamente $ 15 a la semana (una lata generalmente nos dura de 1,5 a 2 semanas). ¡$ 15 por semana son cacahuetes en comparación con lo que devora un adolescente hambriento! Y con las fórmulas de marca, está obteniendo el mejor producto disponible: Bill Gates no podría comprar una fórmula mejor que la que se encuentra en los estantes de Target o Wal-mart. <br /><br /> Si usted es un padre nuevo y se siente abrumado por la sección de fórmula infantil de su tienda de comestibles (como estaba en septiembre de 2007), sugiero comenzar con la fórmula emblemática de Mead Johnson (Enfamil Premium Lipil), Abbott Laboratories (Similac Advance Earlyshield ) o Nestlé (Good Start Gentle Plus o Good Start Protect Plus). Todos son excelentes fórmulas infantiles. Solo tiene que ver qué funciona para usted y su bebé."
bueno pero muchas latas,"Desearía haber encontrado los paquetes de recarga de plástico en lugar de 6 latas gigantes de metalL parece un montón de envases desperdiciados. Simplemente no supe buscarlos hasta mucho después. Pero, es mucho más barato desde Amazon que la tienda de comestibles. Probablemente sobre el mismo precio que costco pero sin impuestos aquí y muy conveniente. Y, la fórmula se mezcla bien, a mi hijo le encanta y (lo más importante) sus cacas parecen normales ... ¡no caca de fórmula desagradable si sabes a lo que me refiero!"
Buen producto,"A muchas madres como yo les gusta este artículo porque nuestros bebés no tienen constancia en él, lo amo mucho."
más barato que en cualquier otro lugar,"sin gas para el bebé, sin burbujas adicionales cuando lo agita en agua tibia o fría, se mezcla perfectamente sin mucho tiempo ... esto es fácil. mi hijo estaba feliz cambiando de leche materna a esto sin dudarlo cuando mi leche se secó a los 6 meses."
Nuestra elección de fórmula,"Tuvimos que pasar a la fórmula cuando nuestro bebé tenía 8 semanas. Hemos encontrado que Enfamil Premium se mezcla más fácilmente que el Enfamil Lipil normal. Nuestro bebé no ha tenido problemas digestivos con la fórmula. Me encanta obtenerlo a granel de Amazon, ya que ahorra el viaje semanal a la tienda para obtener la fórmula. El precio (con envío gratis) es comparable con las tiendas de comestibles locales en el área de Austin."
Nuestro bebé ama esta leche.,Nuestro bebé lo ama. Y Amazon es muy confiable y el envío rápido y súper ahorrador gratuito siempre es un buen negocio. Gracias amazon
Muy feliz,"Leí otras reseñas antes de comprar y no son codificantes. Pero aún así, por alguna razón, tuve que comprar (para usar mi tarjeta de regalo de Amazon). Pero luego estoy muy contento con la compra. La entrega es puntual. La cantidad es correcta Sobre todo, unos pocos dólares de ahorro de lo que compra en una tienda minorista."
Demasiado caro,"Vaya a Costco, y puede comprar por debajo de este precio por oz. Actualmente $ 32 ($ 3 de descuento regular $ 34.99) + impuestos para tamaño grande = 0.83 $ / oz. <br /><br /> Además, es más conveniente regresar si a su hijo no le gusta esta fórmula <br /><br /> Tenga cuidado, muchas veces algunos vendedores sobrevaloran el precio de un producto y aún así hacen que el producto se clasifique entre los más vendidos."
Enfamil Premium Power 23.4 lata - paquete de 6,"Tenga cuidado al ordenar esto, porque dicen que es un paquete de 6, pero solo obtendrá un paquete de 4, además la fórmula sale en 4 meses. Así que si te gustó como lo hice y lo conseguiste temprano para tus nietos, ¡no tienes suerte! Así que sé que no volveré a comprar en este sitio otra vez para alimentos para mis nietos, porque no podrán comerlos."
Lee y lee bien.,"Si uno lee los ingredientes de este producto, encontrará que el primer ingrediente es la leche de vaca, luego el AZÚCAR (fabricante de diabetes), luego la leche, nuevamente. El cuarto ingrediente es el aceite de girasol, el quinto ingrediente es la maltodextrina, que es el almidón producido a partir de granos que contienen los azúcares maltosa y dextrina, siendo el séptimo ingrediente el aceite de atún. Incluso cuentan con vitamina D3, que es de origen animal. Hay cuatro fuentes de azúcar diferentes y un poco de sabor artificial para una buena medida. Si realmente pensamos en lo que estamos alimentando a nuestros bebés, ¿usaríamos este producto? Sé que no lo haría. Conoce tus fuentes de comida."
cacahuete,"He probado algunos frágiles de maní diferentes de Amazon y este es, de lejos, el mejor. Está CARGADO con maní, además de estar en una lata sellada lo hace parecer más fresco con una rotura mínima."
Rotton al recibirlo,"Estos fueron rancios a la recepción. Terrible. Muy poca azúcar si alguna utilizada. Algo salió mal con estos, ya que no puedo creer que alguien vea esto como un producto final. Ambas latas!"
Buenas galletas graham para mis hijos,"Me gusta que sean orgánicos y no tengan jarabe de maíz. A mis hijos y a mí nos gustan. Les daría 5 estrellas, pero noté a principios de este año que cambiaron la receta. Las galletas son más livianas y más flakies de lo que solían ser y se rompen más fácilmente. Y si tiene niños menores de 5 años, es posible que comprenda cuán molestos pueden ser las galletas rotas. El sabor sigue siendo excelente, pero prefiero la vieja textura y definitivamente para mis hijos que lloran cuando las galletas se rompen mientras las comen. Y cuando ordena esto por correo, como lo hice la última vez, no espere muchas hojas de galletas graham completas: la mayoría ya están divididas en dos, y algunas también están rotas en los bordes."
Las mejores galletas de Graham pero ya no están disponibles,He estado comprando nuevas galletas Graham Morning desde febrero de 2010. Nunca tuve un problema con el daño de las galletas en el envío. <br /> ¿Por qué Amazon eliminó las galletas Graham de Suscribirse y guardar ????? ¿Por qué Amazon quitó las galletas Graham de Prime? Las galletas son un precio mucho más alto de un vendedor de terceros. Compraré las galletas de Whole Foods. No es justo que Amazon se lleve la connivencia de ordenar un caso
gran sabor,"¡Mi esposo tiene que limitar la cantidad de azúcar que ingiere y estos no contienen azúcar, y saben muy bien!"
Agradable con café de la mañana,"Raramente quiero comer mucho cuando me levanto por la mañana; Pero sí tengo café. He descubierto que estas galletas de canela y graham funcionan muy bien para mí como algo para comer junto con mi café. Son galletas graham, no es nada súper increíble, pero son buenas galletas de canela que son orgánicas."
Producto excelente,Mis hijos solo comerán productos saludables y les encantan estas galletas Graham. ¡Estoy muy contento de que estén disponibles a través de Amazon!
Vence demasiado pronto,"Estas galletas son geniales y tienen un precio justo. Sin embargo, los ordené el 29/10/06 y la fecha de vencimiento en la caja fue el 31/12/06. Solo hemos comido cuatro cajas. Todavía tienen buen sabor después de la fecha de vencimiento, pero ... ¿realmente se espera que consuma 12 cajas en 2 meses?"
Increíblemente bueno!,"Estos son muy buenos, tenían un excelente precio y un envío rápido y gratuito cuando compra suficientes alimentos. Lo único es que la caja era más pequeña de lo que suponía que sería."
difícil de encontrar en tiendas,"Me sorprendió bastante descubrir que Sociables estaban disponibles a través de Amazon. No puedo encontrarlos en los supermercados locales y pensé que tendría que renunciar a ellos. <br /> Llegaron rápidamente, en perfecto estado, y ahora estamos en envíos regulares de ellos."
foto engañosa,"Me sentí estafado. La foto muestra claramente dos huesos y el precio, a $ 8 más, es indicativo de dos. Pensé que estaba comprando un &quot;hueso&quot; empaquetado como dos por paquete. Walmart vende huesos de nudillos ahumados grandes idénticos por $ 3.50 cada uno. ¿Por qué la foto no muestra un hueso en lugar de dos si solo envían uno? No valía la pena la molestia de devolver el paquete para hacer mi punto de protesta, así que lo estoy haciendo aquí. Beartoothjoe"
Ñam,"Wow, escuché de este dulce pero nunca pude encontrarlo, ahora estoy enganchado. Ahora no tengo que chupar limones infantiles con sal, solo shakey shakey."
¡Delicioso!,"¡Me encantan estos! Siete de estas dulces y finas patatas fritas de Graham tienen solo 60 calorías, pero es fácil comer muchas y hay casi 80 en el paquete. Deliciosos por sí mismos; maravilloso con helado. Si se compran con el programa de complementos de Amazon, no hay gastos de envío. <br /><br /> ACTUALIZACIÓN: He visto críticas mixtas de los productos de esta empresa. Los artículos que compré no han tenido un olor rancio u extraño."
¡Casi pero no del todo!,"Me encantan los granos de pimienta, el trigo y otras variedades de 34 grados, así que pensé en probar el caramelo, la canela y el graham como alternativa a las galletas o galletas integrales. Es cierto: puede tener muchas de estas galletas por pocas calorías / carbohidratos, pero el sabor es suave. En términos de satisfacción, no me lo cortan como merienda a menos que les ponga mantequilla de maní o algo así. Probablemente serían buenos como parte de un plato de postre de frutas y queso, junto con un poco de mantequilla de maní, fruta para untar, miel o queso crema."
Sobre lo único bueno ...,"Es que estas son 60 calorías por porción, sin embargo, con toda honestidad, no lo hice a través de una porción completa. <br /><br /> Estaba emocionado por esto, se veían como una &quot;galleta Graham adulta&quot;. <br /><br /> El primer problema fue el olor. Olían a plástico derretido, y algo más dudaría en adivinar qué es, pero es malo. Valientemente saqué una pequeña crujiente, esperando que tal vez fuera el empaque el que tenía el ... aroma. No era. El crujiente en sí huele horrible. <br /> Me imaginé que no había forma de que supiera tan mal como olía. <br /> El segundo problema es que estaba muy, muy equivocado sobre eso. Tienen un sabor químico funky que simplemente desafía la descripción. El regusto es algo así como una mofeta / masticar una tapa de plástico que atravesó el sabor / cartón húmedo. En serio, fue horrible. <br /><br /> Los probé hace unos 45 minutos, y después de beber una botella entera de agua Y cepillarme los dientes, TODAVÍA PUEDO SABRARLA. <br /><br /> Me alegro de que estos fueran un complemento, pero siguen siendo absolutamente terribles. Su única cualidad redentora es que son lindos. Sin embargo, ni un solo miembro de mi familia los comerá, por lo que definitivamente fue una pérdida de 3 $. Si hubiera sabido que serían tan horribles, me habría traído una segunda bolsa de <a href=""http://www.amazon.com/gp/product/B007POA158"">hola, soy palitos flacos, multigrano de cebolla dulce, 7 onzas</a> . <br /> Solo 30 centavos más que estos, pero MILLAS mejor en sabor."
¡Otra buena sopa de HC!,"Esta sopa esta buena. Realmente me encanta esta marca de sopas ... mi favorita es el pollo y las albóndigas. Healthy Choice no siempre es la mejor marca cuando se trata de comidas congeladas, pero por alguna razón realmente lo sacaron del parque con sus sopas. Los amo, saben caseros y son increíblemente mejores que Campbell&#39;s o Progresso. Recomiendo esto, el pollo y las albóndigas, el guisante y el jamón ... de hecho, todas las variedades que he probado han sido deliciosas. Realmente no puedes equivocarte con esto."
Una excelente sensación de sopa,"Primero, estoy de acuerdo con la revisión de J. Bishop (Houston, TX). <br /><br /> Este no es solo el mejor sabor de la línea de sopas Healthy Choice, está claramente entre los mejores sabores de sopas enlatadas de todos los tiempos. <br /><br /> Healthy Choice es la única marca de sopa enlatada que compro regularmente. Es la única marca que nunca ha usado MSG, una señal segura de que una receta carece de imaginación (sin mencionar los problemas de sodio). <br /><br /> Realmente desearía poder comprar cantidades de esto en el empaque de microondas (difícil de encontrar en las tiendas) ... un suministro de por vida sería bueno."
Sabe bien pero no tan bien como esperaba,"Si te encanta la sopa de verduras, te debería gustar. Sí, también ha incluido elementos de pollo y fideos grandes. <br /> Pero no fue tan bueno como esperaba o esperaba que fuera"
Saludable sopa de pollo estilo tortilla,Disfruté esta sopa. Era sabrosa con una buena mezcla de especias. Lo compraré de nuevo.
"Base de tomate espesa, dulce y pesada, no con especias mexicanas.","La sopa de tortilla es una de mis sopas favoritas, y me gustan las variedades de caldo de tomate y pollo. Aunque no esperaba tiras de tortilla recién fritas o queso fresco en una sopa enlatada, sí esperaba algo parecido a todas las otras sopas de tortilla que he probado, que es un caldo ligero con una mezcla de verduras, maíz, frijoles, pollo y especias mexicanas . Esta sopa es espesa, muy espesa, como la sopa de tomate más espesa que hayas probado con un sándwich de queso a la parrilla. También es dulce y no sabe en absoluto a una sopa mexicana. En su lugar, imagine una sopa de tomate con un montón de verduras, frijoles y algo de pollo. <br /><br /> Terminé dándolo todo y, para ser justos, una de las personas a las que les di la sopa dijo que a su esposo realmente le gustó. <br /><br /> Para una sopa enlatada que se parece mucho más a la sopa de tortilla real, pruebe <a href=""http://www.amazon.com/gp/product/B0014EUB7I"">la tortilla de pollo mexicana Campbell&#39;s Select, latas de 18.6 onzas (paquete de 12)</a> ."
